Transaction_ID,Account_ID,Transaction_Date,Transaction_Type,Channel,Amount
1249,791,7/21/2024,withdrawal,ATM,19824
1250,658,6/13/2024,deposit,Online,563
1251,736,5/18/2024,withdrawal,Branch,3440
1252,384,10/8/2024,deposit,Online,4349
1253,62,12/18/2024,withdrawal,Online,9562
1254,505,12/3/2024,deposit,ATM,3300
1255,239,7/22/2024,payment,ATM,7890
1256,195,8/11/2024,withdrawal,ATM,7993
1257,678,10/11/2024,withdrawal,Branch,3405
1258,61,12/10/2024,withdrawal,ATM,6813
1259,1153,7/27/2024,deposit,Branch,136786
1260,990,11/21/2024,deposit,Branch,13017
1261,685,7/25/2024,withdrawal,Online,9385
1262,156,2/23/2024,withdrawal,Online,7952
1263,923,6/5/2024,deposit,ATM,20092
1264,868,4/7/2024,withdrawal,Branch,4437
1265,903,3/21/2024,withdrawal,ATM,18575
1266,999,11/7/2024,withdrawal,ATM,25491
1267,975,10/3/2024,withdrawal,Online,24053
1268,1231,8/24/2024,deposit,Branch,58977
1269,388,6/15/2024,deposit,Online,8313
1270,887,9/9/2024,payment,ATM,17803
1271,838,1/23/2024,payment,Branch,23320
1272,340,10/24/2024,withdrawal,ATM,6565
1273,204,9/24/2024,deposit,Branch,9318
1274,161,5/6/2024,deposit,Branch,4864
1275,392,8/27/2024,payment,Online,2587
1276,769,8/23/2024,deposit,Online,5826
1277,575,10/23/2024,withdrawal,Branch,7364
1278,534,6/28/2024,payment,ATM,5397
1279,1094,12/11/2024,deposit,Branch,26065
1280,893,3/18/2024,payment,Online,28932
1281,405,12/22/2024,payment,Branch,6539
1282,608,3/28/2024,transfer,Branch,6799
1283,828,2/18/2024,withdrawal,Online,29178
1284,1144,4/14/2024,transfer,Branch,127497
1285,690,10/30/2024,withdrawal,Online,8810
1286,902,4/24/2024,transfer,Branch,12687
1287,1241,11/17/2024,deposit,Online,124073
1288,56,3/10/2024,deposit,Online,5380
1289,366,11/17/2024,payment,ATM,4892
1290,455,8/4/2024,transfer,ATM,7250
1291,104,10/20/2024,payment,Online,7674
1292,77,10/14/2024,deposit,Branch,853
1293,230,6/6/2024,payment,Online,7992
1294,331,6/29/2024,transfer,Online,9661
1295,1206,2/8/2024,withdrawal,Branch,82299
1296,893,9/15/2024,transfer,ATM,28279
1297,688,8/24/2024,withdrawal,Online,7233
1298,27,9/22/2024,transfer,ATM,8009
1299,299,10/24/2024,deposit,Online,7031
1300,957,10/26/2024,deposit,Online,11599
1301,799,6/10/2024,deposit,Branch,11503
1302,1115,12/5/2024,payment,ATM,7461
1303,480,3/28/2024,deposit,ATM,5852
1304,573,7/23/2024,withdrawal,Online,3187
1305,458,7/22/2024,payment,Online,1140
1306,365,11/4/2024,deposit,ATM,9558
1307,859,10/5/2024,withdrawal,Online,29520
1308,351,5/9/2024,transfer,Branch,9259
1309,253,4/23/2024,deposit,Branch,2210
1310,781,10/20/2024,withdrawal,Branch,19682
1311,803,1/22/2024,transfer,Online,28361
1312,1012,12/7/2024,withdrawal,Branch,11998
1313,459,5/14/2024,deposit,Branch,8261
1314,917,7/31/2024,withdrawal,ATM,13391
1315,499,8/16/2024,transfer,ATM,2947
1316,950,1/1/2024,withdrawal,ATM,3548
1317,508,7/18/2024,payment,ATM,6151
1318,501,11/26/2024,withdrawal,ATM,6330
1319,803,7/17/2024,transfer,ATM,13712
1320,598,5/13/2024,withdrawal,Online,9641
1321,166,12/6/2024,transfer,Online,9369
1322,462,10/18/2024,deposit,Branch,7853
1323,920,9/2/2024,deposit,Branch,26942
1324,114,9/28/2024,payment,ATM,2438
1325,992,11/25/2024,deposit,ATM,15580
1326,207,11/19/2024,withdrawal,Online,2351
1327,515,12/18/2024,deposit,ATM,6600
1328,1232,5/18/2024,transfer,Online,70535
1329,709,3/8/2024,deposit,Online,4629
1330,1149,5/20/2024,transfer,Online,136864
1331,138,7/24/2024,transfer,ATM,9652
1332,339,1/20/2024,payment,ATM,5429
1333,537,2/29/2024,transfer,Online,2565
1334,68,9/1/2024,withdrawal,Online,7646
1335,383,4/1/2024,withdrawal,ATM,7470
1336,19,11/7/2024,deposit,Online,2546
1337,683,4/20/2024,transfer,Online,4365
1338,74,5/12/2024,payment,Online,981
1339,573,7/18/2024,transfer,Branch,8370
1340,939,12/16/2024,transfer,Online,11455
1341,1072,4/24/2024,payment,Online,21571
1342,211,2/19/2024,withdrawal,Branch,3297
1343,855,6/9/2024,deposit,Online,9380
1344,651,3/11/2024,transfer,Online,1840
1345,994,6/27/2024,withdrawal,ATM,25876
1346,695,12/25/2024,deposit,ATM,3223
1347,540,7/20/2024,withdrawal,Branch,4581
1348,1215,2/16/2024,deposit,Branch,58453
1349,901,8/29/2024,withdrawal,Branch,27530
1350,780,11/20/2024,payment,Online,6691
1351,1137,8/5/2024,transfer,Branch,51170
1352,170,5/6/2024,transfer,Branch,9438
1353,1038,12/30/2024,transfer,Branch,12518
1354,288,3/28/2024,withdrawal,Branch,5820
1355,189,3/28/2024,transfer,ATM,5501
1356,914,6/9/2024,deposit,Online,25357
1357,1179,9/14/2024,transfer,Online,40318
1358,694,11/10/2024,deposit,Online,6533
1359,888,1/29/2024,transfer,ATM,4181
1360,471,11/22/2024,deposit,Online,9168
1361,1099,11/2/2024,deposit,Online,12109
1362,277,8/20/2024,transfer,Online,7843
1363,940,4/27/2024,transfer,Branch,17453
1364,571,7/1/2024,withdrawal,Online,4019
1365,857,9/27/2024,transfer,ATM,16364
1366,1001,8/24/2024,deposit,Online,29304
1367,1206,6/2/2024,payment,ATM,162195
1368,458,5/28/2024,withdrawal,ATM,4759
1369,918,4/28/2024,payment,Branch,12923
1370,833,1/16/2024,withdrawal,ATM,19508
1371,1088,9/28/2024,withdrawal,Online,6089
1372,839,2/5/2024,withdrawal,ATM,4724
1373,193,11/3/2024,withdrawal,Online,9038
1374,616,9/19/2024,payment,Branch,1113
1375,406,3/30/2024,deposit,Online,9264
1376,943,3/30/2024,payment,Branch,28031
1377,721,4/10/2024,deposit,Online,8285
1378,93,8/10/2024,withdrawal,Online,9590
1379,430,6/9/2024,withdrawal,ATM,1525
1380,654,12/20/2024,transfer,Online,7793
1381,434,12/4/2024,withdrawal,Online,5852
1382,1136,9/4/2024,deposit,ATM,69356
1383,375,10/16/2024,deposit,Online,8886
1384,1083,12/17/2024,payment,ATM,15921
1385,1067,5/22/2024,payment,Online,11585
1386,207,9/2/2024,payment,Branch,1935
1387,780,3/24/2024,payment,Branch,14415
1388,1142,6/7/2024,withdrawal,ATM,27119
1389,532,3/10/2024,transfer,Online,6988
1390,166,5/14/2024,transfer,ATM,7545
1391,643,10/26/2024,deposit,Branch,9922
1392,1180,2/27/2024,deposit,Branch,19681
1393,1208,10/10/2024,transfer,Online,166127
1394,90,10/22/2024,deposit,Branch,4233
1395,1118,12/16/2024,transfer,ATM,9666
1396,13,12/26/2024,deposit,Branch,2059
1397,973,7/28/2024,transfer,Online,21478
1398,805,11/29/2024,transfer,Online,7577
1399,945,9/20/2024,transfer,Branch,11074
1400,742,10/25/2024,transfer,Online,8000
1401,876,10/14/2024,transfer,Online,7593
1402,1174,11/21/2024,transfer,Branch,96138
1403,660,9/22/2024,deposit,Branch,2571
1404,1032,4/1/2024,withdrawal,ATM,3682
1405,1053,10/25/2024,payment,Branch,16454
1406,296,11/7/2024,deposit,ATM,9327
1407,986,9/27/2024,withdrawal,Branch,11805
1408,926,8/19/2024,deposit,Online,21937
1409,640,6/17/2024,transfer,Online,735
1410,340,2/20/2024,transfer,ATM,5885
1411,628,9/11/2024,withdrawal,Branch,7470
1412,439,9/24/2024,deposit,ATM,6909
1413,1168,4/21/2024,deposit,ATM,57769
1414,942,9/14/2024,transfer,Online,19306
1415,830,10/1/2024,deposit,ATM,29817
1416,519,5/5/2024,payment,Branch,9971
1417,976,5/20/2024,transfer,Branch,4614
1418,1069,1/12/2024,withdrawal,ATM,2372
1419,955,8/27/2024,deposit,Online,16591
1420,952,3/16/2024,payment,Online,12342
1421,944,4/16/2024,withdrawal,Online,21175
1422,155,11/17/2024,transfer,Branch,1965
1423,1205,10/2/2024,deposit,Branch,142275
1424,1239,1/7/2024,transfer,ATM,131812
1425,88,12/10/2024,payment,ATM,2573
1426,1097,3/3/2024,deposit,Branch,26449
1427,931,10/26/2024,deposit,ATM,9901
1428,179,9/29/2024,withdrawal,Branch,4573
1429,212,6/6/2024,withdrawal,Branch,8271
1430,465,6/27/2024,deposit,ATM,5663
1431,631,1/22/2024,deposit,Branch,7489
1432,825,6/16/2024,deposit,Branch,19403
1433,1231,3/3/2024,deposit,Online,198004
1434,607,2/1/2024,withdrawal,Online,5869
1435,885,12/31/2024,payment,ATM,8952
1436,366,2/5/2024,transfer,Branch,7061
1437,276,9/11/2024,withdrawal,Online,9198
1438,380,3/12/2024,payment,ATM,7087
1439,945,12/19/2024,transfer,Branch,9111
1440,1088,11/2/2024,payment,Branch,25613
1441,810,4/17/2024,transfer,ATM,10039
1442,925,11/12/2024,deposit,Branch,28164
1443,494,11/16/2024,transfer,Branch,616
1444,1122,8/8/2024,deposit,Online,12543
1445,1095,5/29/2024,payment,Branch,22737
1446,364,2/14/2024,transfer,Online,4535
1447,570,5/2/2024,payment,Branch,6653
1448,763,7/1/2024,transfer,ATM,8092
1449,276,7/13/2024,transfer,ATM,2159
1450,50,12/13/2024,deposit,Branch,6937
1451,728,9/17/2024,withdrawal,Online,2695
1452,906,4/3/2024,payment,ATM,17930
1453,928,10/5/2024,payment,Branch,7190
1454,564,7/28/2024,deposit,Online,6696
1455,783,5/31/2024,withdrawal,Branch,10171
1456,485,7/12/2024,transfer,Online,1846
1457,1108,12/26/2024,payment,ATM,4250
1458,584,2/23/2024,payment,Online,1072
1459,236,6/20/2024,transfer,Online,3854
1460,56,1/22/2024,transfer,ATM,4851
1461,360,4/6/2024,deposit,ATM,1113
1462,110,4/19/2024,deposit,Online,8534
1463,192,9/6/2024,payment,ATM,2838
1464,904,3/9/2024,deposit,Online,15835
1465,1117,5/12/2024,transfer,Online,22767
1466,862,9/27/2024,withdrawal,Branch,5803
1467,568,4/18/2024,deposit,Branch,5693
1468,1084,10/21/2024,deposit,Online,15492
1469,650,7/24/2024,transfer,Branch,8614
1470,39,10/18/2024,withdrawal,ATM,558
1471,1073,10/1/2024,transfer,Branch,18569
1472,637,8/20/2024,transfer,Online,8841
1473,1037,6/28/2024,deposit,Branch,26720
1474,36,6/17/2024,payment,ATM,4385
1475,101,3/4/2024,payment,Online,8543
1476,1110,1/11/2024,payment,Branch,8440
1477,166,3/2/2024,deposit,Online,9674
1478,383,1/18/2024,withdrawal,Online,4939
1479,790,10/29/2024,deposit,Branch,8824
1480,31,4/15/2024,payment,Online,8584
1481,11,9/19/2024,withdrawal,Branch,6384
1482,96,4/19/2024,payment,Online,4334
1483,1214,8/18/2024,deposit,Online,134491
1484,453,4/29/2024,deposit,Branch,2044
1485,192,11/14/2024,deposit,Online,704
1486,486,9/19/2024,payment,ATM,3662
1487,1152,10/6/2024,withdrawal,Online,58834
1488,238,6/27/2024,transfer,ATM,2683
1489,1136,5/14/2024,deposit,Branch,20359
1490,1169,4/29/2024,deposit,Branch,54665
1491,1089,11/30/2024,transfer,Online,3141
1492,735,3/9/2024,deposit,Online,8066
1493,991,5/23/2024,deposit,ATM,26836
1494,825,12/28/2024,payment,Branch,3854
1495,106,2/21/2024,withdrawal,ATM,4958
1496,181,7/9/2024,withdrawal,Branch,4935
1497,184,1/31/2024,payment,Branch,1733
1498,226,2/20/2024,withdrawal,ATM,5571
1499,777,5/21/2024,payment,ATM,26597
1500,790,10/12/2024,payment,ATM,21247
1501,1113,7/18/2024,transfer,Branch,26392
1502,688,4/14/2024,withdrawal,ATM,7166
1503,530,2/10/2024,payment,Online,6614
1504,972,3/14/2024,withdrawal,Online,27999
1505,936,5/15/2024,withdrawal,ATM,2458
1506,106,2/21/2024,deposit,Branch,7368
1507,831,11/14/2024,deposit,ATM,29146
1508,679,6/5/2024,payment,Branch,3652
1509,849,2/20/2024,payment,ATM,16143
1510,1056,8/31/2024,deposit,ATM,3646
1511,393,7/23/2024,payment,Branch,9448
1512,40,1/29/2024,withdrawal,ATM,3282
1513,660,10/31/2024,transfer,ATM,1020
1514,1242,7/31/2024,withdrawal,ATM,112478
1515,981,7/3/2024,withdrawal,Online,20718
1516,1106,10/25/2024,deposit,ATM,19816
1517,845,8/26/2024,payment,Branch,13107
1518,201,1/16/2024,deposit,ATM,5628
1519,447,5/4/2024,withdrawal,Online,8608
1520,1062,10/15/2024,deposit,ATM,28146
1521,1235,4/20/2024,payment,ATM,130951
1522,444,1/18/2024,payment,ATM,3604
1523,761,2/17/2024,deposit,ATM,3125
1524,227,7/13/2024,deposit,Branch,9356
1525,48,8/29/2024,deposit,Branch,8844
1526,1042,9/10/2024,withdrawal,ATM,14774
1527,912,1/13/2024,transfer,Online,5930
1528,187,7/27/2024,deposit,Online,5076
1529,345,10/18/2024,withdrawal,Branch,2317
1530,224,8/30/2024,deposit,Online,1620
1531,830,6/5/2024,withdrawal,Online,10415
1532,488,3/15/2024,withdrawal,Online,1381
1533,877,3/8/2024,withdrawal,Online,11605
1534,849,2/17/2024,payment,ATM,6725
1535,979,6/24/2024,withdrawal,ATM,6720
1536,1017,5/18/2024,deposit,ATM,21258
1537,188,10/25/2024,transfer,Online,778
1538,270,8/30/2024,withdrawal,Online,7808
1539,310,4/16/2024,withdrawal,Online,870
1540,1156,11/16/2024,transfer,Online,178179
1541,1096,4/25/2024,withdrawal,Online,5092
1542,845,2/10/2024,payment,Branch,15401
1543,1211,10/12/2024,deposit,Branch,88671
1544,486,5/18/2024,transfer,Branch,2694
1545,1215,10/26/2024,transfer,ATM,104133
1546,120,1/19/2024,withdrawal,ATM,6763
1547,220,10/21/2024,deposit,Online,2241
1548,53,10/24/2024,deposit,ATM,9298
1549,758,10/3/2024,payment,Branch,7542
1550,738,11/6/2024,payment,Online,5178
1551,720,10/11/2024,payment,Branch,8347
1552,406,3/5/2024,withdrawal,Online,7402
1553,608,1/31/2024,deposit,Branch,6715
1554,1021,5/17/2024,transfer,Online,19220
1555,422,1/13/2024,withdrawal,Online,4740
1556,712,2/15/2024,deposit,Branch,9633
1557,247,9/8/2024,transfer,Branch,1032
1558,72,3/7/2024,deposit,Online,9793
1559,185,1/23/2024,deposit,Online,5427
1560,6,9/27/2024,withdrawal,Online,9859
1561,1230,11/16/2024,withdrawal,ATM,169365
1562,906,6/15/2024,withdrawal,Online,27736
1563,387,5/17/2024,payment,Online,9352
1564,699,1/21/2024,withdrawal,ATM,7857
1565,1100,10/20/2024,payment,Online,9340
1566,1201,8/9/2024,withdrawal,ATM,81911
1567,827,1/5/2024,withdrawal,ATM,25409
1568,349,4/12/2024,payment,Branch,3227
1569,308,1/8/2024,transfer,Online,2931
1570,1151,4/16/2024,withdrawal,ATM,10390
1571,287,1/11/2024,deposit,Branch,1498
1572,766,7/11/2024,withdrawal,Online,19006
1573,725,8/20/2024,withdrawal,Branch,7107
1574,762,11/9/2024,deposit,ATM,5644
1575,383,9/23/2024,deposit,ATM,8956
1576,388,3/1/2024,payment,ATM,4630
1577,525,10/23/2024,deposit,Online,879
1578,639,11/17/2024,withdrawal,ATM,9801
1579,938,12/16/2024,payment,ATM,6550
1580,276,10/24/2024,payment,Branch,7983
1581,500,7/17/2024,deposit,Branch,1232
1582,717,6/2/2024,deposit,Branch,6018
1583,337,9/2/2024,transfer,Online,7467
1584,932,1/21/2024,deposit,ATM,10026
1585,481,5/21/2024,withdrawal,ATM,8938
1586,911,3/1/2024,deposit,Branch,16239
1587,1082,5/5/2024,payment,ATM,29362
1588,109,9/24/2024,deposit,Online,2074
1589,328,12/5/2024,transfer,Branch,2014
1590,315,6/17/2024,withdrawal,Branch,4745
1591,1135,3/17/2024,deposit,ATM,91014
1592,699,12/6/2024,deposit,ATM,4756
1593,781,4/14/2024,transfer,ATM,13895
1594,156,7/30/2024,payment,ATM,5050
1595,887,6/13/2024,payment,Branch,16630
1596,1026,11/1/2024,transfer,Online,21897
1597,758,7/26/2024,payment,Online,4978
1598,722,1/28/2024,deposit,ATM,2929
1599,913,3/11/2024,transfer,Branch,20039
1600,871,1/9/2024,withdrawal,Branch,25626
1601,13,2/16/2024,withdrawal,ATM,9332
1602,608,9/19/2024,payment,Branch,4145
1603,498,1/1/2024,withdrawal,Online,5234
1604,238,1/18/2024,transfer,Branch,2805
1605,1118,9/11/2024,transfer,Branch,4294
1606,781,3/10/2024,payment,ATM,12641
1607,1195,11/22/2024,withdrawal,Online,103981
1608,606,3/22/2024,withdrawal,Online,5604
1609,661,1/9/2024,deposit,Online,7945
1610,849,3/22/2024,deposit,Branch,4857
1611,936,10/9/2024,transfer,ATM,6570
1612,628,2/29/2024,payment,ATM,9494
1613,143,11/19/2024,transfer,Online,3394
1614,1225,1/10/2024,transfer,Branch,157970
1615,1204,2/28/2024,deposit,ATM,114223
1616,714,11/4/2024,withdrawal,ATM,8112
1617,479,5/15/2024,payment,Online,1407
1618,565,1/28/2024,deposit,ATM,885
1619,471,5/4/2024,withdrawal,Online,9700
1620,384,1/16/2024,deposit,Branch,1919
1621,926,3/30/2024,withdrawal,ATM,26433
1622,417,11/17/2024,payment,ATM,9802
1623,308,2/15/2024,withdrawal,ATM,6248
1624,649,9/29/2024,transfer,ATM,4833
1625,1025,8/7/2024,payment,Online,18310
1626,1068,5/12/2024,transfer,Online,9352
1627,739,6/5/2024,withdrawal,ATM,1253
1628,1122,8/2/2024,withdrawal,Branch,16411
1629,140,7/15/2024,deposit,ATM,5412
1630,974,2/15/2024,transfer,ATM,22382
1631,1017,7/6/2024,payment,Branch,2224
1632,953,11/16/2024,withdrawal,Branch,26363
1633,904,9/8/2024,withdrawal,Online,12129
1634,72,6/28/2024,payment,ATM,4348
1635,1214,7/28/2024,withdrawal,ATM,138757
1636,107,2/21/2024,withdrawal,Online,5707
1637,1066,4/3/2024,payment,Online,23894
1638,883,9/17/2024,payment,Online,2124
1639,139,6/28/2024,payment,ATM,6847
1640,615,5/21/2024,deposit,Branch,2630
1641,863,7/28/2024,payment,Branch,16481
1642,273,11/15/2024,transfer,Online,4916
1643,416,2/11/2024,withdrawal,Branch,8152
1644,506,11/23/2024,withdrawal,Online,1484
1645,733,1/19/2024,payment,ATM,746
1646,424,6/4/2024,payment,Online,8860
1647,390,3/5/2024,withdrawal,Online,2885
1648,342,4/17/2024,transfer,ATM,4954
1649,946,8/2/2024,payment,Branch,12067
1650,614,2/26/2024,withdrawal,ATM,2996
1651,493,11/22/2024,payment,Online,6009
1652,192,3/24/2024,transfer,Online,6337
1653,499,3/29/2024,deposit,Online,9918
1654,822,12/19/2024,transfer,Online,23624
1655,227,3/4/2024,deposit,Branch,1940
1656,139,4/10/2024,deposit,Branch,8578
1657,856,8/25/2024,withdrawal,ATM,6808
1658,817,8/7/2024,withdrawal,Online,23911
1659,1173,6/21/2024,transfer,Branch,69073
1660,1139,4/1/2024,deposit,Branch,141777
1661,1087,5/21/2024,payment,Branch,18935
1662,104,7/26/2024,payment,Online,880
1663,871,1/10/2024,transfer,ATM,27366
1664,668,1/23/2024,withdrawal,ATM,2150
1665,273,7/8/2024,transfer,ATM,3137
1666,1030,5/22/2024,deposit,Branch,23512
1667,1171,5/6/2024,deposit,ATM,58886
1668,184,1/27/2024,transfer,Branch,7077
1669,1052,9/27/2024,payment,ATM,26378
1670,1143,9/11/2024,withdrawal,ATM,72840
1671,293,7/16/2024,deposit,ATM,8777
1672,1242,3/24/2024,deposit,Branch,63119
1673,177,2/23/2024,payment,Branch,3803
1674,58,2/11/2024,deposit,Online,1310
1675,308,1/7/2024,withdrawal,Online,1031
1676,977,2/29/2024,withdrawal,ATM,17559
1677,1129,9/11/2024,deposit,Branch,190842
1678,700,11/29/2024,payment,ATM,8145
1679,83,11/18/2024,payment,ATM,2219
1680,1210,12/16/2024,deposit,Branch,103003
1681,252,5/12/2024,deposit,Branch,8812
1682,796,5/25/2024,payment,Branch,23234
1683,897,7/5/2024,deposit,Branch,12769
1684,210,2/9/2024,withdrawal,Online,2473
1685,816,4/24/2024,transfer,Branch,13164
1686,609,12/27/2024,deposit,ATM,3213
1687,447,3/26/2024,payment,Branch,8242
1688,460,8/29/2024,withdrawal,Online,556
1689,968,1/29/2024,withdrawal,Online,21619
1690,472,7/31/2024,deposit,Online,2334
1691,370,10/9/2024,deposit,Branch,950
1692,900,3/20/2024,withdrawal,ATM,17400
1693,923,11/1/2024,payment,Online,24178
1694,137,9/8/2024,deposit,Branch,8382
1695,367,9/5/2024,transfer,ATM,3743
1696,912,8/17/2024,payment,Branch,3321
1697,184,1/4/2024,withdrawal,Online,2237
1698,472,1/8/2024,transfer,Online,9462
1699,654,9/13/2024,deposit,ATM,8127
1700,749,11/29/2024,transfer,Branch,3280
1701,537,4/9/2024,withdrawal,ATM,5303
1702,802,4/5/2024,withdrawal,ATM,14951
1703,920,10/26/2024,deposit,Online,14802
1704,510,10/9/2024,transfer,Online,6765
1705,630,7/22/2024,payment,ATM,4752
1706,1002,8/14/2024,transfer,ATM,14744
1707,1097,11/13/2024,deposit,ATM,16317
1708,916,7/5/2024,withdrawal,ATM,20942
1709,1034,1/29/2024,deposit,Online,12546
1710,1235,3/15/2024,payment,ATM,88169
1711,152,9/2/2024,deposit,ATM,572
1712,1029,7/5/2024,deposit,Branch,8475
1713,1219,5/12/2024,withdrawal,Online,147017
1714,464,12/25/2024,deposit,Branch,3971
1715,1137,4/23/2024,withdrawal,Online,151084
1716,271,5/29/2024,deposit,ATM,9377
1717,1187,1/6/2024,transfer,ATM,16182
1718,460,11/3/2024,deposit,ATM,7464
1719,105,4/27/2024,deposit,ATM,5683
1720,162,7/7/2024,deposit,Online,2153
1721,351,7/5/2024,payment,Branch,8303
1722,434,7/25/2024,withdrawal,ATM,5264
1723,852,11/10/2024,transfer,ATM,23880
1724,140,10/8/2024,deposit,ATM,5576
1725,1156,6/15/2024,deposit,ATM,10823
1726,87,9/12/2024,payment,Online,5024
1727,183,9/8/2024,payment,ATM,3047
1728,368,8/29/2024,withdrawal,Branch,5743
1729,129,6/13/2024,deposit,ATM,6020
1730,670,2/9/2024,payment,Online,9445
1731,149,2/20/2024,withdrawal,ATM,5898
1732,985,7/9/2024,payment,Branch,21407
1733,852,6/23/2024,transfer,Online,5226
1734,628,7/11/2024,deposit,Branch,3035
1735,446,3/23/2024,withdrawal,Branch,8067
1736,884,1/10/2024,withdrawal,Online,14561
1737,294,8/10/2024,transfer,Online,5295
1738,1167,8/24/2024,payment,ATM,120847
1739,250,7/2/2024,deposit,Online,1100
1740,878,1/14/2024,payment,ATM,5334
1741,948,9/13/2024,payment,ATM,4003
1742,975,7/15/2024,transfer,Branch,13850
1743,1049,9/29/2024,withdrawal,Online,17751
1744,789,2/1/2024,withdrawal,ATM,23776
1745,984,6/11/2024,transfer,ATM,17947
1746,889,1/9/2024,withdrawal,Online,19369
1747,890,2/7/2024,transfer,Branch,11715
1748,70,12/27/2024,payment,Branch,5813
1749,625,7/15/2024,deposit,ATM,3466
1750,875,3/29/2024,transfer,Online,20436
1751,1136,12/16/2024,payment,ATM,113396
1752,471,4/5/2024,transfer,ATM,7887
1753,91,8/1/2024,payment,Online,7851
1754,530,1/6/2024,payment,Branch,2729
1755,661,12/15/2024,withdrawal,ATM,6680
1756,739,2/4/2024,withdrawal,Online,8335
1757,726,10/7/2024,payment,Online,3911
1758,872,12/20/2024,withdrawal,Online,15682
1759,192,4/21/2024,payment,Branch,2554
1760,138,8/31/2024,deposit,Online,8756
1761,345,5/14/2024,payment,Branch,994
1762,1204,4/29/2024,withdrawal,ATM,188106
1763,1009,6/20/2024,transfer,ATM,24738
1764,503,1/4/2024,transfer,ATM,4755
1765,203,11/5/2024,withdrawal,Online,9098
1766,573,10/22/2024,payment,Branch,3777
1767,192,6/16/2024,payment,Online,1873
1768,5,1/5/2024,transfer,ATM,4716
1769,311,7/29/2024,payment,ATM,5770
1770,549,9/13/2024,payment,Online,8260
1771,56,6/25/2024,transfer,ATM,6054
1772,443,2/9/2024,deposit,ATM,7648
1773,870,9/26/2024,transfer,ATM,29235
1774,1221,9/1/2024,withdrawal,Online,57429
1775,585,8/21/2024,withdrawal,ATM,2633
1776,752,12/27/2024,withdrawal,ATM,1477
1777,360,9/3/2024,deposit,ATM,2912
1778,819,2/8/2024,payment,Online,26955
1779,30,8/6/2024,deposit,Online,8529
1780,108,8/4/2024,withdrawal,ATM,2246
1781,844,5/30/2024,withdrawal,Branch,27540
1782,717,7/9/2024,deposit,Online,9399
1783,891,10/9/2024,payment,Branch,10788
1784,960,4/29/2024,deposit,Online,20135
1785,893,2/23/2024,payment,Branch,7758
1786,732,4/16/2024,withdrawal,ATM,628
1787,606,4/2/2024,payment,Branch,984
1788,457,1/8/2024,deposit,Online,9504
1789,615,12/13/2024,payment,Online,3520
1790,698,2/9/2024,deposit,Online,8617
1791,674,1/13/2024,deposit,Online,9451
1792,543,1/10/2024,withdrawal,ATM,8111
1793,857,4/9/2024,payment,ATM,15109
1794,897,12/16/2024,deposit,ATM,13220
1795,278,10/25/2024,withdrawal,ATM,5271
1796,552,7/30/2024,payment,ATM,3526
1797,111,5/23/2024,payment,Branch,4658
1798,385,2/27/2024,payment,ATM,4167
1799,761,5/22/2024,payment,Online,9727
1800,1215,10/11/2024,deposit,Branch,73351
1801,694,10/15/2024,deposit,Branch,4142
1802,405,6/15/2024,transfer,ATM,7015
1803,1233,6/28/2024,transfer,ATM,50966
1804,22,11/5/2024,withdrawal,ATM,4087
1805,678,12/24/2024,withdrawal,Online,8069
1806,611,10/3/2024,deposit,ATM,3452
1807,1232,3/1/2024,payment,ATM,160101
1808,8,11/29/2024,deposit,Online,6202
1809,702,8/7/2024,deposit,ATM,9727
1810,529,8/2/2024,payment,Online,7552
1811,602,3/28/2024,payment,ATM,5925
1812,657,11/25/2024,transfer,Online,9559
1813,166,10/28/2024,payment,Online,3865
1814,849,11/16/2024,transfer,ATM,22428
1815,496,1/1/2024,payment,Online,7916
1816,590,8/2/2024,payment,Online,545
1817,429,1/12/2024,withdrawal,ATM,7263
1818,774,1/6/2024,deposit,Branch,19879
1819,163,10/31/2024,deposit,ATM,3314
1820,366,2/9/2024,transfer,Online,3550
1821,72,11/13/2024,deposit,Online,4402
1822,655,10/4/2024,deposit,Branch,4744
1823,269,3/29/2024,withdrawal,Online,4189
1824,415,5/6/2024,withdrawal,ATM,3652
1825,1016,3/26/2024,withdrawal,Online,2214
1826,675,1/21/2024,withdrawal,Online,1601
1827,1084,6/18/2024,transfer,ATM,23363
1828,6,11/12/2024,withdrawal,Online,2359
1829,982,6/17/2024,deposit,ATM,11295
1830,570,10/24/2024,transfer,Branch,7132
1831,407,11/15/2024,withdrawal,ATM,3910
1832,1241,3/24/2024,transfer,ATM,60527
1833,26,3/24/2024,payment,ATM,6957
1834,1029,10/2/2024,deposit,Online,2237
1835,986,10/2/2024,withdrawal,ATM,20491
1836,390,5/17/2024,transfer,ATM,2569
1837,710,10/23/2024,deposit,Online,3149
1838,571,11/2/2024,payment,Online,5961
1839,754,1/29/2024,deposit,ATM,2693
1840,146,9/11/2024,payment,ATM,4476
1841,785,9/3/2024,payment,Online,4465
1842,526,5/22/2024,withdrawal,ATM,6589
1843,13,7/15/2024,withdrawal,Branch,743
1844,903,5/17/2024,deposit,Branch,27391
1845,384,8/17/2024,transfer,Branch,3828
1846,556,10/27/2024,withdrawal,ATM,2102
1847,887,8/16/2024,deposit,Branch,14960
1848,19,2/21/2024,payment,Online,4253
1849,575,7/24/2024,withdrawal,Online,4303
1850,751,8/30/2024,transfer,ATM,4990
1851,1004,9/17/2024,payment,Online,23881
1852,419,2/22/2024,withdrawal,Branch,6776
